lon,lat,Number,Name,Issued,Expiration,Capacity,Company,Waterway,State
-68.8178022,44.4455184,2600,WEST ENFIELD,6/26/1984,5/31/2024,13000,BANGOR-PACIFIC HYDRO ASSOCIATE (ME),PENOBSCOT RIVER ME,ME
-75.042573,43.004913,4678,CRESCENT,6/26/1984,5/31/2024,11800,NEW YORK POWER AUTHORITY,MOHAWK RIVER NY,NY
-75.042573,43.004913,4679,VISCHER FERRY,6/26/1984,5/31/2024,11800,NEW YORK POWER AUTHORITY,MOHAWK RIVER NY,NY
-118.768149,43.7824576,7161,GALESVILLE,6/29/1984,5/31/1934,1660,DOUGLAS COUNTY (OR),COW CREEK OR,OR
-120.7401386,47.7510741,7338,ORCHARD AVENUE,7/6/1984,6/30/1934,1441,YAKIMA-TIETON IRRIGATION DIST (WA),USBR IRRIGATION SYSTEM WA,WA
-120.7401386,47.7510741,7337,COWICHE,7/6/1984,6/30/1934,1470,YAKIMA-TIETON IRRIGATION DIST (WA),USBR IRRIGATION SYSTEM WA,WA
-120.7279811,37.5727111,7252,HIGH LINE CANAL,7/17/1984,6/30/1934,530,SANTA CLARA CITY OF (CA),HIGH LINE CANAL CA,CA
-79.0134337,41.3033409,3494,ALLEGHENY LOCK & DAM NO 6,7/19/1984,6/30/1934,8560,"ALL DAMS GENERATION, LLC",ALLEGHENY RIVER PA,PA
-91.1790093,45.1785875,2491,JIM FALLS,7/24/1984,9/30/1933,49200,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,WI
-73.8889137,44.5917944,4472,SARANAC,7/27/1984,6/30/2024,4865,"ERIE BOULEVARD HYDROPOWER, L.P.",SARANAC RIVER NY,NY
-119.4179324,36.778261,7009,FRIANT T. L.,8/2/1984,8/31/1932,0,PACIFIC GAS AND ELECTRIC CO (C, CA,CA
-71.9501034,42.8758335,7410,PETERBOROUGH,8/15/1984,7/31/1934,623,AMERICAN HYDRO INC (PA),NUBANUSIT BROOK NH,NH
-80.3067715,40.6899276,3451,TOWNSEND,8/17/1984,7/31/2024,5000,BEAVER FALLS MUNICIPAL AUTH (PA),BEAVER RIVER PA,PA
-71.9271546,41.9970468,5679,M.S.C.,8/30/1984,7/31/2024,520,"ENERGY STREAM, LLC.",QUINEBAUG RIVER CT,CT
-75.7943671,44.0125639,5000,KAYUTA LAKE,9/12/1984,8/31/2024,400,TRAFALGAR POWER INC (NH),BLACK RIVER NY,NY
-70.6239498,44.3329217,6398,HACKETT MILLS,9/12/1984,8/31/2024,485,HACKETT MILLS HYDRO ASSOCIATES (MD),LITTLE ANDROSCOGGIN RIVER ME,ME
-76.42295,38.2772663,3633,BRIGHTON,9/21/1984,8/31/2024,400,"KC BRIGHTON, LLC",PATUXENT RIVER MD,MD
-111.8634685,41.7060091,4285,LOGAN NO. 2,9/21/1984,8/31/1934,7720,LOGAN CITY OF (UT),LOGAN RIVER UT,UT
-121.6211773,46.1666411,7214,SPRING CREEK,9/28/1984,8/31/1934,1,SMITH LANE,WHITE SALMON RIVER WA,WA
-79.0134337,41.3033409,3671,ALLEGHENY L & D NO 5,10/15/1984,9/30/1934,9500,"ALL DAMS GENERATION, LLC",ALLEGHENY RIVER PA,PA
-72.8779638,44.9542663,7186,SHELDON SPRINGS,11/2/1984,9/30/2024,24965,MISSISQUOI ASSOCIATES (ID),MISSISQUOI RIVER VT,VT
-94.0646314,35.4130266,3083,KAW,11/27/1984,10/31/1934,31433,OKLAHOMA MUNICIPAL POWER AUTH (OK),ARKANSAS RIVER OK,OK
-90.3668194,38.342773,4108,ST CLOUD,12/5/1984,11/30/2024,8860,ST CLOUD CITY OF (MN),MISSISSIPPI RIVER MN,MN
-71.6694888,43.2390233,6689,PENACOOK UPPER FALLS,12/5/1984,11/30/2024,3020,BRIAR-HYDRO ASSOCIATES (MA),CONTOOCOOK RIVER NH,NH
-71.6694888,43.2390233,3240,ROLFE CANAL,12/5/1984,11/30/2024,4283,BRIAR-HYDRO ASSOCIATES (MA),CONTOOCOOK RIVER NH,NH
-111.8629131,41.1376464,3755,ECHO,12/7/1984,11/30/1934,4500,BOUNTIFUL CITY CITY OF (UT),WEBER RIVER UT,UT
-117.34727,43.4259831,5357,MITCHELL BUTTE LATERAL,12/14/1984,11/30/1934,1880,OWYHEE IRRIGATION DISTRICT (OR),OWYHEE RESERVOIR OR,OR
-123.0060362,38.8910346,3351,WARM SPRINGS,12/18/1984,11/30/1934,2790,SONOMA COUNTY WATER AGENCY (CA),RUSSIAN RIVER CA,CA
-72.5778415,44.5588028,7373,MARTINSVILLE,12/28/1984,11/30/1934,250,BOERI JOHN L 'JAY' JR,LULL BROOK VT,VT
-121.9367566,40.8954546,7282,ROARING CREEK,12/28/1984,11/30/1934,2000,MEGA RENEWABLES (CA),ROARING CREEK CA,CA
-71.9588747,44.2179502,7961,PETTYBORO BROOK,1/11/1985,12/31/1934,58,ROBERT MCHUGH/ELLYSON CO INC (MA),PETTYBORO BROOK NH,NH
-87.6744719,45.1246776,2744,MENOMINEE & PARK MILL,3/11/1985,2/28/2015,4615,"N.E.W. HYDRO, LLC.",MENOMINEE RIVER WI,WI
-90.3668194,38.342773,8315,SARTELL DAM,3/13/1985,2/28/2025,9500,AIM DEVELOPMENT (USA) LLC.,MISSISSIPPI RIVER MN,MN
-97.1286698,33.5780956,3939,RAY ROBERTS DAM,3/20/1985,2/28/1935,1200,DENTON CITY OF (TX),ELM FORK TRINITY RIVER TX,TX
-79.0134337,41.3033409,3021,ALLEGHENY RIVER LOCKS/DAMS NOS 8&9,3/27/1985,2/28/1935,30400,"ALLEGHENY HYDRO, LLC",ALLEGHENY RIVER PA,PA
-71.0326937,44.9352325,4026,AZISCOHOS,4/17/1985,3/31/2025,5311,ANDROSCOGGIN RESERVOIR CO (ME),MAGALLOWAY RIVER ME,ME
-74.9099025,43.9036755,2593,BEAVER FALLS,4/19/1985,12/31/2017,1500,"ALGONQUIN POWER, LLC.",BEAVER RIVER NY,NY
-121.6367875,47.4582538,7563,WEEKS FALLS,4/25/1985,3/31/1935,4772,SOUTH FORK II ASSOCIATES (WA),SOUTH FORK SNOQUALMIE RIVER WA,WA
-121.6367875,47.4582538,4885,TWIN FALLS,5/6/1985,4/30/1935,24000,TWIN FALLS HYDRO ASSOCIATES LP (CT),SOUTH FORK SNOQUALMIE RIVER WA,WA
-121.8066833,40.854304,5931,HATCHET CREEK,5/9/1985,4/30/1935,6890,MEGA RENEWABLES (CA),HATCHET CREEK CA,CA
-114.8181746,42.7017849,8278,CEDAR DRAW CREEK,5/24/1985,4/30/1935,2878,CRYSTAL SPRINGS HYDROELECTRIC LP,CEDAR DRAW CREEK ID,ID
-79.3641862,36.091526,4093,BYNUM DAM,5/31/1985,4/30/2015,600,BYNUM HYDRO CO (NJ),HAW RIVER NC,NC
-121.7553817,40.4946701,8357,PONDEROSA/BAILEY,6/14/1985,5/31/1935,1100,SNOW MOUNTAIN HYDRO LLC,BAILEY CREEK CA,CA
-122.435167,39.0334146,6154,MILL AND SULPHUR CREEKS,6/28/1985,5/31/1935,995,MILL & SULFUR CREEK POWER PLT (WA),SULPHUR CREEK CA,CA
-114.1452032,48.1236391,5,KERR,7/17/1985,9/4/1935,188250,CONF SALISH & KOOTENAI TRIBES (MT),FLATHEAD RIVER MT,MT
-76.087894,43.5427297,7320,CHASM,7/26/1985,6/30/2015,3350,"ERIE BOULEVARD HYDROPOWER, L.P.",SALMON RIVER NY,NY
-121.2800208,39.5577412,7242,KANAKA,8/15/1985,7/31/1935,1200,STS HYDROPOWER LTD (IL),SUCKER RUN CR CA,CA
-79.8703091,40.3533177,3623,YOUGHIOGHENY LAKE,8/23/1985,7/31/1935,12200,YOUGHIOGHENY HYDROELEC AUTH (PA),YOUGHIOGHENY RIVER PA,PA
-90.1542947,44.570007,1940,TOMAHAWK,8/26/1985,4/1/2018,2600,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,WI
-73.8635919,43.3145338,7274,LAKE ALGONQUIN,8/28/1985,7/31/2025,663,WELLS TOWN OF (NY),SACANDAGA RIVER NY,NY
-122.8867222,40.3737866,7178,ARBUCKLE MT,9/20/1985,8/31/1935,400,"ARBUCKLE MOUNTAIN HYDRO, LLC.",MIDDLE FORK COTTONWOOD CREEK CA,CA
-123.3484359,48.0536765,6461,MORSE CREEK,9/20/1985,8/31/1935,500,PORT ANGELES CITY OF (WA),MORSE CREEK WA,WA
-111.8435594,45.6627283,7856,POTOSI POWER COMPANY,10/7/1985,9/30/1935,300,"WILLOW CREEK HYDRO,LLC.",SOUTH WILLOW CREEK MT,MT
-106.7792581,34.8113258,4720,NAVAJO,10/15/1985,9/30/1935,30000,FARMINGTON CITY OF (NM),SAN JUAN RIVER NM,NM
-71.3112107,44.4861,7883,WESTON,10/15/1985,9/30/2025,474,POWER HOUSE SYSTEMS INC (NH),UPPER AMMONOOSUC RIVER NH,NH
-72.3009144,41.6298209,8047,WILLIMANTIC #2,10/17/1985,9/30/2025,770,WILLIMANTIC POWER CORP (VT),WILLIMANTIC RIVER CT,CT
-74.6195358,45.0019891,7518,HOGANSBURG,10/25/1985,9/30/2015,485,"ERIE BOULEVARD HYDROPOWER, L.P.",ST. REGIS RIVER NY,NY
-106.5794793,36.9030679,5226,EL VADO,10/31/1985,9/30/1935,8000,LOS ALAMOS COUNTY (NM),RIO CHAMA NM,NM
-91.5402327,34.918891,4660,WHITE RIVER L & D NO 2,11/8/1985,10/31/1935,6307,INDEPENDENCE COUNTY OF (AR),WHITE RIVER AR,AR
-115.3139791,44.1421389,8498,L & M ANGUS RANCH,11/21/1985,10/31/1935,860,"SHILOH WARM SPRINGS RANCH, LLC.",WARM SPRINGS CREEK ID,ID
-72.1686601,43.1496371,8615,FISKE MILL,12/4/1985,11/30/2025,810,FISKE HYDRO INC (NY),ASHUELOT RIVER NH,NH
-72.3009144,41.6298209,8051,WILLIMANTIC #1,12/10/1985,11/30/2025,770,WILLIMANTIC POWER CORP (VT),WILLIMANTIC RIVER CT,CT
-111.8694445,45.6674137,7804,NORTH WILLOW CREEK,12/13/1985,11/30/1935,400,OHS GERALD & GLENDA,NORTH WILLOW CREEK MT,MT
-121.1106704,42.4565692,6552,NORTH FORK SPRAGUE RIVER,12/20/1985,11/30/1935,1230,"SPRAGUE HYDRO, LLC",NORTH FORK SPRAGUE RIVER OR,OR
-69.8695642,43.9703225,3428,WORUMBO,12/24/1985,11/30/2025,19100,MILLER HYDRO GROUP INC (ME),ANDROSCOGGIN RIVER ME,ME
-118.6550542,39.7073399,7828,NEW LAHONTAN,12/26/1985,11/30/1935,4000,TRUCKEE-CARSON IRRIGATION DIST (NV),CARSON RIVER NV,NV
-150.8593178,59.777229,8221,BRADLEY LAKE,12/31/1985,11/30/1935,119700,ALASKA ENERGY AUTHORITY (AK),BRADLEY RIVER AK,AK
-113.1233318,46.4166611,8660,LITTLE GOLD,12/31/1985,11/30/1935,450,BOULDER HYDRO (MT),LITTLE GOLD CREEK MT,MT
-74.7722954,41.0901184,8396,COLUMBIA DAM,1/15/1986,12/31/2025,530,GREAT BEAR HYDROPOWER INC (CA),PAULINS KILL NJ,NJ
NA,NA,7986,FORD,1/17/1986,12/31/1935,1497,FORD HYDRO LTD PARTNERSHIP (ID),JIM FORD CREEK ID,ID
-74.142915,41.863171,5698,CHATEAUGAY HIGH FALLS,1/22/1986,12/31/2025,1706,TRITON POWER CO (NY),HIGH FALLS DAM NY,NY
-119.4179324,36.778261,8936,POWER CANAL,1/23/1986,4/14/2022,400,BES HYDRO CO (CA),TAILRACE CANAL OF PROJECT 77 CA,CA
-73.5751157,43.1095198,6904,UPPER GREENWICH,2/28/1986,1/31/2026,574,BATTEN KILL HYDRO ASSOCIATES (MD),BATTEN KILL NY,NY
-91.5402327,34.918891,4204,WHITE RIVER LOCK & DAM NO. 1,2/28/1986,1/31/1936,6029,BATESVILLE CITY OF (AR),WHITE RIVER AR,AR
-91.5402327,34.918891,4659,WHITE RIVER LOCK & DAM NO. 3,2/28/1986,1/31/1936,10500,INDEPENDENCE COUNTY OF (AR),WHITE RIVER AR,AR
-119.0287237,46.2072147,4359,OWYHEE TUNNEL NO. 1,2/28/1986,1/31/1936,8120,GEM IRRIGATION DISTRICT (ID),SNAKE RIVER OR,OR
NA,NA,8865,STEVENSON NO. 1,3/18/1986,6/30/2024,115,STANLEY N. STANDAL JR. & LORETTA M.,UNNAMED TRIBUTARY OF SNAKE RIVER ID,ID
NA,NA,8866,STEVENSON NO. 2,3/18/1986,2/29/2024,85,"BLACK CANYON BLISS, LLC.",UNNAMED TRIBUTARY OF SNAKE RIVER ID,ID
-73.1128313,41.1942347,6066,DERBY,3/25/1986,2/28/2026,8500,MCCALLUM ENTERPRISES I&SHELTON (CT),HOUSATONIC RIVER CT,CT
-71.1623342,42.7107674,8093,METHUEN FALLS,3/27/1986,2/28/2026,357,METHUEN FALLS HYDROELECTRIC CO (MA),SPICKETT RIVER MA,MA
-76.4898849,43.4419838,4113,PHOENIX,3/28/1986,2/28/2026,3380,OSWEGO HYDRO PARTNERS L P (NY),OSWEGO RIVER NY,NY
-88.499783,42.2322218,2715,COMBINED LOCKS,3/31/1986,7/29/2024,6200,KAUKAUNA CITY OF (WI),FOX RIVER WI,WI
-106.5794793,36.9030679,7396,ABIQUIU,4/16/1986,3/31/1936,16800,LOS ALAMOS COUNTY (NM),RIO CHAMA NM,NM
-119.3167526,47.1646182,9044,BIGG'S CREEK,4/29/1986,3/31/1936,15,PICKERING FREDERIC EARL (WA),BIGG'S CREEK WA,WA
-75.3571211,43.6167358,2548,LYONS FALLS,5/6/1986,5/31/2026,8640,"NORTHBROOK LYONS FALLS, LLC.",MOOSE RIVER NY,NY
-75.3571211,43.6167358,4349,MOOSE RIVER,5/6/1986,4/30/2026,12200,FORTISUS ENERGY CORP,MOOSE RIVER NY,NY
-122.996474,52.928741,4627,BAKER CREEK,5/8/1986,4/30/1936,1495,BAKER STATION ASSOCIATES L.P. (WA),BAKER CREEK CA,CA
-73.4415461,43.0927359,6903,MIDDLE GREENWICH,5/9/1986,4/30/2026,300,BATTEN KILL HYDRO ASSOCIATES (MD),BATTON KILL NY,NY
-113.807849,42.035502,7194,BIRCH,5/21/1986,4/30/1936,2650,BIRCH POWER COMPANY,BIRCH CREEK ID,ID
-75.3323763,44.1797014,6972,HOLLOW DAM,5/30/1986,4/30/2026,1060,"AMPERSAND HOLLOW DAM HYDRO, LLC.",WEST BRANCH OSWEGATCHIE RIVER NY,NY
-95.8709987,34.3583064,8492,MCGEE CREEK DAM,6/23/1986,5/31/1936,85,MC GEE CREEK AUTHORITY (OK),MCGEE CREEK OK,OK
-73.2978049,43.1812779,7656,BUTTERMILK FALLS,6/24/1986,6/30/2026,79,DODSON JOHN A (NY),BUTTERMILK FALLS BROOK NY,NY
-111.7157789,42.228257,8646,MINK CREEK,6/30/1986,5/31/1936,3075,"MINK CREEK HYDRO, LLC",MINK CREEK ID,ID
-121.8434586,46.5752696,2833,COWLITZ FALLS,6/30/1986,5/31/1936,70200,PUD NO 1 OF LEWIS COUNTY (WA),COWLITZ RIVER WA,WA
-72.1640676,42.9245533,7887,MINNEWAWA,7/14/1986,6/30/2026,1000,"ASHUELOT RIVER HYDRO, INC.",MINNEWAWA BROOK NH,NH
-72.3695724,44.6404744,9650,GILMAN DAM,7/18/1986,6/30/2026,125,FACTORY FALLS INC. (VT),BLACK RIVER VT,VT
-72.3695724,44.6404744,7888,COMTU FALLS,7/18/1986,6/30/2026,460,COMTU FALLS ASSOCIATES (VT),BLACK RIVER VT,VT
-72.3695724,44.6404744,9648,FELLOWS DAM,7/18/1986,6/30/2026,150,"ONE HUNDRED RIVER STREET, LLC.",BLACK RIVER VT,VT
-110.5640942,45.5074367,8546,PINE CREEK,7/25/1986,6/30/1936,373,CARTER HOWARD & MILDRED,PINE CREEK MT,MT
-72.3695724,44.6404744,9649,LOVEJOY DAM,7/29/1986,6/30/2026,150,LOVEJOY TOOL CO INC (VT),BLACK RIVER VT,VT
-116.6966227,43.9797134,5376,HORSESHOE BEND,7/30/1986,6/30/1936,7850,HORSESHOE BEND HYDROELEC CO (ID),PAYETTE RIVER ID,ID
-79.4681549,36.7720181,9028,HALIFAX,8/27/1986,7/31/2026,1785,BANISTER HYDRO INC (MD),BANISTER RIVER VA,VA
-117.1975876,45.2541728,308,WALLOWA FALLS,8/28/1986,2/28/2016,1100,PACIFICORP (OR),ROYAL PURPLE CREEK OR,OR
-119.4179324,36.778261,7931,29 MILE CREEK,8/28/1986,7/31/1936,30,EUGENE MARK SOUZA,UNNAMED TRIBUTARY OF CA,CA
-117.050991,46.399883,6015,ROCK CREEK NO. 2,8/29/1986,7/31/1936,1900,ROCK CREEK HYDROPOWER INC (ID),SNAKE RIVER ID,ID
-119.4179324,36.778261,3947,TERMINUS,8/29/1986,7/31/1936,17000,KAWEAH RIVER POWER AUTHORITY (CA),TERMINUS DAM (CORPS) CA,CA
-81.0808182,34.0094625,2428,PIEDMONT,9/9/1986,12/31/2017,1000,AQUENERGY SYSTEMS INC (SC),SALUDA RIVER SC,SC
-81.8041554,36.2292111,9842,WARD MILL DAM,9/9/1986,8/31/2016,168,WARD RAY F,WATAUGA RIVER NC,NC
-123.4512363,40.1139732,7120,KEKAWAKA CREEK,9/10/1986,8/31/1936,4950,STS HYDROPOWER LTD (IL),KEKAWAKA CREEK CA,CA
-72.2746686,43.3700362,9088,LOWER VILLAGE,9/10/1986,8/31/2026,1350,LOWER VILLAGE HYDRO. ASSOC. LP (ME),SUGAR RIVER NH,NH
-105.0007673,38.984365,9195,TESLA,9/17/1986,8/31/1936,26850,COLORADO SPRINGS CITY OF (CO),WEST MONUMENT CREEK CO,CO
-69.8695642,43.9703225,2302,LEWISTON FALLS,9/29/1986,8/31/2026,36354,"BROOKFIELD WHITE PINE HYDRO, LLC.",ANDROSCOGGIN RIVER ME,ME
-75.5890793,43.9297907,7352,KINGS FALLS,9/30/1986,8/31/1936,1636,"TUGHILL ENERGY, INC.",DEER RIVER NY,NY
-69.8389992,43.9931655,2611,HYDRO-KENNEBEC,10/15/1986,9/30/1936,15433,HYDRO KEENEBEC LLC,KENNEBEC RIVER ME,ME
-122.3705647,40.7562607,8296,MUCK VALLEY,12/2/1986,11/30/1936,29900,JUNIPER RIDGE RANCHES INC (CA),PIT RIVER CA,CA
-98.0677877,29.2517827,3865,CANYON DAM,12/4/1986,11/30/1936,6070,GUADALUPE BLANCO RIVER AUTH (TX),GUADALUPE RIVER TX,TX
-120.1598279,39.1322866,6281,FIVE BEARS,12/23/1986,11/30/1936,935,FIVE BEARS HYDRO INC (CA),WARD CREEK CA,CA
-111.9493121,42.7954889,7447,PORTNEUF,12/29/1986,11/30/1936,900,COMMERCIAL ENERGY MANAGE'T INC (ID),PORTNEUF RIVER ID,ID
-73.5751157,43.1095198,4644,DAHOWA,12/30/1986,11/30/2026,10500,STEVENS & THOMPSON PAPER CO (NY),BATTEN KILL RIVER NY,NY
-121.934411,39.2401618,6896,FORKS OF BUTTE,12/30/1986,11/30/1936,14500,"HYPOWER, INC.",BUTTE CREEK CA,CA
-114.340386,43.2050078,3407,MAGIC DAM,1/15/1987,12/31/2026,9000,MAGIC RESERVOIR HYDROELEC INC (ID),BIG WOOD RIVER ID,ID
-73.6647753,44.0530337,9074,WARRENSBURG,1/30/1987,12/31/2026,2900,WARRENSBURG HYDRO PWR LTD PART (NY),SCHROON RIVER NY,NY
-124.3680741,47.958893,9029,GRASSHOPPER FLAT,3/11/1987,2/28/1937,1100,NELSON CREEK POWER INC (CA),NELSON CREEK-EAST AND WEST FORKS CA,CA
-71.9271546,41.9970468,5062,QUINEBAUG-FIVE MILE POND,3/19/1987,2/28/2027,2181,QUINEBAUG PARTNERSHIP (CT),QUINEBAUG RIVER CT,CT
-72.2538981,43.6413267,8405,GLEN,3/19/1987,2/28/2027,1485,MASCOMA HYDRO (NJ),MASCOMA RIVER NH,NH
-75.7943671,44.0125639,4900,FORESTPORT,3/20/1987,2/28/2027,3300,TRAFALGAR POWER INC (NH),BLACK RIVER NY,NY
-108.3188568,40.4778032,9202,STAGECOACH,3/31/1987,2/28/1937,800,UPPER YAMPA WATER CONSERV DIST (CO),YAMPA RIVER CO,CO
-121.5359953,38.6088378,8361,OLSEN,4/7/1987,3/31/1937,5000,OLSEN POWER PARTNERS (MD),SACRAMENTO RIVER CA,CA
-116.6867131,48.2526168,8436,SMITH CREEK,4/10/1987,3/31/1937,24939,CITY OF EUGENE,SMITH CREEK ID,ID
-121.7343294,48.6710425,3239,KOMA KULSHAN,4/13/1987,3/31/1937,12000,KOMA KULSHAN ASSOCIATES (WA),SULPHUR CREEK WA,WA
-74.9378234,43.253432,9709,HERKIMER,4/22/1987,3/31/2027,1680,TRAFALGAR POWER INC (NH),WEST CANADA CREEK NY,NY
-73.3898723,40.693698,9985,MILL POND,4/23/1987,3/31/2027,1000,RIVERS ELECTRIC COMPANY OF NY,CATSKILL CR NY,NY
-74.9105527,44.0711032,9685,CRANBERRY LAKE,4/27/1987,3/31/2027,595,TRAFALGAR POWER INC (NH),OSWEGATCHIE RIVER NY,NY
-83.3067357,42.1079123,9951,FRENCH LANDING,5/5/1987,4/30/2027,1650,STS HYDROPOWER LTD (IL),HURON RIVER MI,MI
-74.0059413,40.7127837,4684,STILLWATER,5/20/1987,4/30/2027,3500,"STILLWATER HYDRO ASSOCIATES, LLC",STILLWATER AND LOCK NO. 4 DAMS NY,NY
-114.4102788,42.9712146,8909,DIETRICH DROP,5/22/1987,4/30/1937,4770,BIG WOOD CANAL CO (ID),MILNER GOODING CANAL ID,ID
-121.3010793,38.7014376,5130,LOST CREEK NO 2,5/29/1987,4/30/1937,455,SNOW MOUNTAIN HYDRO LLC,LOST CREEK CA,CA
-74.9105527,44.0711032,9821,OGDENSBURG,6/15/1987,5/31/2027,3675,TRAFALGAR POWER INC (NH),OSWEGATCHIE RIVER NY,NY
-71.507156,41.9936228,9100,RIVERDALE MILLS,6/15/1987,5/31/2017,150,KNOTT JAMES M,BLACKSTONE RIVER MA,MA
-74.3223,44.1468,4114,LOWER SARANAC,6/26/1987,5/31/2027,9300,LOWER SARANAC HYDRO PARTNER LP (NY),LOWER SARANAC RIVER NY,NY
-107.9215872,40.0157667,8914,TAYLOR DRAW,7/6/1987,6/30/1937,2000,RIO BLANCO WATER CONSERV DIST (CO),WHITE RIVER CO,CO
-111.6378468,39.2597766,7342,MANTI CANYON LOWER,7/14/1987,6/30/1937,1200,MANTI CITY OF (UT),MANTI CREEK UT,UT
-119.0566048,36.2051347,9399,KINGS RIVER SIPHON,7/29/1987,6/30/1937,1388,ORANGE COVE IRRIGATION DIST (CA),FRIANT-KERN CANAL CA,CA
NA,NA,14552,ST. ANTHONY,8/3/1987,12/31/2027,500,ST ANTHONY HYDRO LLC.,HENRY'S FORK SNAKE RIVER ID,ID
NA,NA,2381,ASHTON,8/3/1987,12/31/2027,6850,PACIFICORP (OR),HENRY'S FORK SNAKE RIVER ID,ID
-71.6876396,43.7579192,2457,EASTMAN FALLS,8/25/1987,12/31/2017,6400,PUBLIC SERVICE CO OF NH (NH),PEMIGEWASSET RIVER NH,NH
-123.2142695,47.4567222,6842,WYNOOCHEE DAM,9/9/1987,8/31/1937,11100,ABERDEEN CITY OF (WA),WYNOOCHEE R WA,WA
-111.200088,38.1681901,9310,PLEASANT CREEK,9/17/1987,8/31/1937,1800,MT PLEASANT CITY OF (UT),PLEASANT CREEK UT,UT
-123.4611724,46.3872798,9654,MICRO HYDRO,9/25/1987,8/31/1937,23,"SEE, BRENDA WIRKKALA",SOUTH FORK NASELLE RIVER WA,WA
-121.0368091,45.179809,3571,CENTRAL OREGON SIPHON,9/29/1987,8/31/1937,5500,CENTRAL OREGON IRRIGATION DIST (OR),DESCHUTES RIVER OR,OR
-111.6946475,40.2968979,8810,SOUTH BEND T. L.,9/29/1987,8/31/1937,0,PACIFICORP (OR), OR,OR
-75.042573,43.004913,7481,NEW YORK STATE DAM,10/13/1987,9/30/1937,10830,NYSD LTD PARTNERSHIP (NY),MOHAWK RIVER NY,NY
-111.6882679,39.1971051,6764,SIX MILE CREEK,10/16/1987,9/30/1937,650,BMB ENTERPRISES INC (UT),SIXMILE CREEK UT,UT
-71.6391736,42.8290743,9282,PINE VALLEY,10/16/1987,9/30/2027,525,"PVC COMMERICAL CENTER, LLC.",SOUHEGAN RIVER NH,NH
-73.8889137,44.5917944,8369,LAKE FLOWER DAM,10/27/1987,9/30/2027,165,SARANAC LAKE VILLAGE OF (NY),SARANAC RIVER NY,NY
-84.1224036,43.5059061,2785,SANFORD,12/1/1987,9/30/2028,3300,"BOYCE HYDRO POWER, LLC.",TITTABAWASSEE MI,MI
-77.834038,39.2027911,2343,MILLVILLE,12/10/1987,12/31/2017,2840,"PE HYDRO GENERATION, LLC.",SHENANDOAH RIVER WV,WV
-80.7879407,37.7659234,2512,HAWKS NEST & GLEN FERRIS,12/11/1987,12/31/2017,108159,HAWKS NEST HYDRO LLC.,NEW RIVER WV,WV
-73.6864106,42.4116613,9886,VALATIE FALLS,12/14/1987,11/30/2027,364,VALATIE FALLS HYDRO POWER INC (NY),KINDERHOOK CR NY,NY
-81.0808182,34.0094625,10253,PELZER MILLS LOWER HYDRO,12/24/1987,11/30/2017,3300,CONSOLIDATED HYDRO SE INC (SC),SALUDA RIVER SC,SC
-68.4309191,44.4878716,2727,ELLSWORTH GRAHAM,12/28/1987,12/31/2017,8900,"BLACK BEAR HYDRO PARTNERS, LLC",UNION RIVER ME,ME
-81.0808182,34.0094625,10254,PELZER MILLS UPPER HYDRO,12/29/1987,11/30/2017,1950,CONSOLIDATED HYDRO SE INC (SC),SALUDA RIVER SC,SC
-123.8018909,46.2453111,7076,DALLES DAM NORTH FISHWAY,12/31/1987,11/30/1937,4900,NORTHERN WASCO COUNTY P U D (OR),COLUMBIA RIVER WA,WA
-93.3657934,48.606091,5223,INTERNATIONAL FALLS,12/31/1987,11/30/2027,14450,INTERNATIONAL FALLS POWER (OR),RAINY RIVER MN,MN
-69.8389992,43.9931655,2335,WILLIAMS,1/22/1988,12/31/2017,13000,"BROOKFIELD WHITE PINE HYDRO, LLC.",KENNEBEC RIVER ME,ME
-70.868548,43.8023808,2531,WEST BUXTON,1/29/1988,12/31/2017,7812,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,ME
-96.263887,35.774193,5251,LEE CREEK,3/24/1988,2/28/1938,1500,FORT SMITH CITY OF (AR),LEE CREEK OK,OK
-90.1542947,44.570007,1966,GRANDFATHER FALLS,4/14/1988,3/31/2018,17240,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,WI
-136.1707797,57.9531978,10198,PELICAN,4/27/1988,9/16/2026,700,"CITY OF PELICAN, AK",PELICAN CREEK AK,AK
-121.3010793,38.7014376,3863,LOST CREEK HYDROELECTRIC NO 1,5/18/1988,4/30/1938,1100,SNOW MOUNTAIN HYDRO LLC,LOST CREEK CA,CA
-74.5262491,43.906166,9260,SISSONVILLE,5/20/1988,4/30/2028,2300,SISSONVILLE LIMITED PARTNERSHIP,RAQUETTE RIVER NY,NY
-87.3462678,41.3378844,8632,KANKAKEE,5/27/1988,4/30/2028,1200,KANKAKEE CITY OF (IL),KANKAKEE RIVER IL,IL
-118.4538736,35.8075701,8377,ISABELLA,5/31/1988,4/30/1938,11950,ISABELLA PARTNERS (CA),KERN RIVER CA,CA
-89.4571567,40.1766202,4031,STARVED ROCK,6/24/1988,5/31/1938,7600,PERU CITY OF (IL),ILLINOIS RIVER IL,IL
